label,title,content,text,cleaned_text
0,Madonna's voice is simply too weak...,...for musical singing. It gets on your nevers after some time and you simply have heard better versions of these songs by better singers often before,...for musical singing. It gets on your nevers after some time and you simply have heard better versions of these songs by better singers often before Madonna's voice is simply too weak...,for musical singing it gets on your nevers after some time and you simply have heard better versions of these songs by better singers often before madonna s voice is simply too weak
0,hidden envy fuels the pen,"Christopher Byron is a barely-contained little nut of rage whose transparent drive to make fun of or denigrate the powerful, seems his way of touching the hem of powerful, successful people. He appears to be in great need to vent his envy and impotence. Worthless read.","Christopher Byron is a barely-contained little nut of rage whose transparent drive to make fun of or denigrate the powerful, seems his way of touching the hem of powerful, successful people. He appears to be in great need to vent his envy and impotence. Worthless read. hidden envy fuels the pen",christopher byron is a barely contained little nut of rage whose transparent drive to make fun of or denigrate the powerful seems his way of touching the hem of powerful successful people he appears to be in great need to vent his envy and impotence worthless read hidden envy fuels the pen
2,its a fun movie but not for wiccan seekers of the REAL THING,"great movie but it is entertainment, and other than the book shop, and a few tools shown in the movie nothing else is ""TRUE"" be ware witchwannabeeees bright blessings, WW","great movie but it is entertainment, and other than the book shop, and a few tools shown in the movie nothing else is ""TRUE"" be ware witchwannabeeees bright blessings, WW its a fun movie but not for wiccan seekers of the REAL THING",great movie but it is entertainment and other than the book shop and a few tools shown in the movie nothing else is true be ware witchwannabeeees bright blessings ww its a fun movie but not for wiccan seekers of the real thing
2,Most comfortable shoes ever,"I purchased the boots for myself, but my daughter wears them around the house all the time. They're like wearing slippers. They're that comfortable. So now, my daughter wants a pair.","I purchased the boots for myself, but my daughter wears them around the house all the time. They're like wearing slippers. They're that comfortable. So now, my daughter wants a pair. Most comfortable shoes ever",i purchased the boots for myself but my daughter wears them around the house all the time they re like wearing slippers they re that comfortable so now my daughter wants a pair most comfortable shoes ever
0,Item doen't work,"This UPS never worked from day one when I pluged it up.The lcd display only comes on when it's working off the battery,and I cant get it to charge the battery because it seems like its not seeing the power source it just doesn't work.","This UPS never worked from day one when I pluged it up.The lcd display only comes on when it's working off the battery,and I cant get it to charge the battery because it seems like its not seeing the power source it just doesn't work. Item doen't work",this ups never worked from day one when i pluged it up the lcd display only comes on when it s working off the battery and i cant get it to charge the battery because it seems like its not seeing the power source it just doesn t work item doen t work
2,This is a great Fan,A great value. Set-up outside on a back porch to provide a cool breeze in the summertime and it works great.,A great value. Set-up outside on a back porch to provide a cool breeze in the summertime and it works great. This is a great Fan,a great value set up outside on a back porch to provide a cool breeze in the summertime and it works great this is a great fan
2,Difficult decision,"Excellent! This really is a great collection of mixes. When I pop this one in my car, I find it hard to decide which one to start with. Here's me thinking: ""Let's see, I'll start with... the original version, NO WAIT! number three, NO TWO! FOUR, I meant FOUR! NO TWO!!!..."" No wonder I'm always late for work - I spend half my day dancing in the car. A must-have for those who like remixed k.d.","Excellent! This really is a great collection of mixes. When I pop this one in my car, I find it hard to decide which one to start with. Here's me thinking: ""Let's see, I'll start with... the original version, NO WAIT! number three, NO TWO! FOUR, I meant FOUR! NO TWO!!!..."" No wonder I'm always late for work - I spend half my day dancing in the car. A must-have for those who like remixed k.d. Difficult decision",excellent this really is a great collection of mixes when i pop this one in my car i find it hard to decide which one to start with here s me thinking let s see i ll start with the original version no wait number three no two four i meant four no two no wonder i m always late for work i spend half my day dancing in the car a must have for those who like remixed k d difficult decision
0,Just too boring....,"I wasn't happy with this book, but to be fair to this fabulous author, I went back and read it again. Unfortunately, it was just as boring the second time around. I don't know what happened to this one. The characters didn't shine, and there was no spark in the story.","I wasn't happy with this book, but to be fair to this fabulous author, I went back and read it again. Unfortunately, it was just as boring the second time around. I don't know what happened to this one. The characters didn't shine, and there was no spark in the story. Just too boring....",i wasn t happy with this book but to be fair to this fabulous author i went back and read it again unfortunately it was just as boring the second time around i don t know what happened to this one the characters didn t shine and there was no spark in the story just too boring
2,Like nothing else...,"except maybe Jeanette Winterson's ""Written on the Body."" I felt deeply pulled in by this novel, which unfolds slowly and bathes you in an incredibly intoxicating, emotional mist. It is highly erotic and engrossing, and one of the only well written and overtly bisexual works of fiction. The only failure here is the ending which becomes a little too melodramatic and (I think) untrue to at least one of the characters. But the quality of language, plot, and character are very, very high. I took it in while I was recovering from a break-up and the relationships in Searle's book were enough to distract me. I consider it my rebound (without the consequences). Please read this book.","except maybe Jeanette Winterson's ""Written on the Body."" I felt deeply pulled in by this novel, which unfolds slowly and bathes you in an incredibly intoxicating, emotional mist. It is highly erotic and engrossing, and one of the only well written and overtly bisexual works of fiction. The only failure here is the ending which becomes a little too melodramatic and (I think) untrue to at least one of the characters. But the quality of language, plot, and character are very, very high. I took it in while I was recovering from a break-up and the relationships in Searle's book were enough to distract me. I consider it my rebound (without the consequences). Please read this book. Like nothing else...",except maybe jeanette winterson s written on the body i felt deeply pulled in by this novel which unfolds slowly and bathes you in an incredibly intoxicating emotional mist it is highly erotic and engrossing and one of the only well written and overtly bisexual works of fiction the only failure here is the ending which becomes a little too melodramatic and i think untrue to at least one of the characters but the quality of language plot and character are very very high i took it in while i was recovering from a break up and the relationships in searle s book were enough to distract me i consider it my rebound without the consequences please read this book like nothing else
0,Anti Piracy encoding too intrusive.,"I could not get the CD side of this Dual disc to play in my computer, or stanard CD players including my original SONY CD player from the early 1980s. The DVD side works however works flawlessly.","I could not get the CD side of this Dual disc to play in my computer, or stanard CD players including my original SONY CD player from the early 1980s. The DVD side works however works flawlessly. Anti Piracy encoding too intrusive.",i could not get the cd side of this dual disc to play in my computer or stanard cd players including my original sony cd player from the early 1980s the dvd side works however works flawlessly anti piracy encoding too intrusive
0,Fiasco......,"For Bette Midler fans, this project is just like any other Midler project. So they would enjoy it just the same.But for Rosemary Clooney fans like me, its a complete dissappointment. Choosing the Rosemary Clooney Songbook for this album is totally wrong, since the late Miss Clooney was the queen of songbooks herself...","For Bette Midler fans, this project is just like any other Midler project. So they would enjoy it just the same.But for Rosemary Clooney fans like me, its a complete dissappointment. Choosing the Rosemary Clooney Songbook for this album is totally wrong, since the late Miss Clooney was the queen of songbooks herself... Fiasco......",for bette midler fans this project is just like any other midler project so they would enjoy it just the same but for rosemary clooney fans like me its a complete dissappointment choosing the rosemary clooney songbook for this album is totally wrong since the late miss clooney was the queen of songbooks herself fiasco
0,Lasted 4 months,"Nice while it worked but after using it a dozen times, the turbin started chafing against the housing and it stopped working: after opening, we concluded it was a very poor design.","Nice while it worked but after using it a dozen times, the turbin started chafing against the housing and it stopped working: after opening, we concluded it was a very poor design. Lasted 4 months",nice while it worked but after using it a dozen times the turbin started chafing against the housing and it stopped working after opening we concluded it was a very poor design lasted 4 months
2,Unlimited power,"I think that this book has helped me greatly to become a better person, see the glass half full, have a more positive opinion towards myself and others, and make me feel happier everyday. It would definitely help some one who has low self esteem issues. Very well written.","I think that this book has helped me greatly to become a better person, see the glass half full, have a more positive opinion towards myself and others, and make me feel happier everyday. It would definitely help some one who has low self esteem issues. Very well written. Unlimited power",i think that this book has helped me greatly to become a better person see the glass half full have a more positive opinion towards myself and others and make me feel happier everyday it would definitely help some one who has low self esteem issues very well written unlimited power
2,HIC Porcelain Set of 3 Mortar and Pestle White,I love this set. I have used the small one to crush pills I have also used the large one to make small amounts of mayo with garlic or shallots for a recipe. I also crush dry bread crumbs for a single piece of fish and herbs. This set is good for those small to slightly larger tasks. I find I am reaching for these more often than my larger one.,I love this set. I have used the small one to crush pills I have also used the large one to make small amounts of mayo with garlic or shallots for a recipe. I also crush dry bread crumbs for a single piece of fish and herbs. This set is good for those small to slightly larger tasks. I find I am reaching for these more often than my larger one. HIC Porcelain Set of 3 Mortar and Pestle White,i love this set i have used the small one to crush pills i have also used the large one to make small amounts of mayo with garlic or shallots for a recipe i also crush dry bread crumbs for a single piece of fish and herbs this set is good for those small to slightly larger tasks i find i am reaching for these more often than my larger one hic porcelain set of 3 mortar and pestle white
2,"Great, but . . .","The switch fit perfectly and works great, but it sure would be nice if they would write better installation instructions.","The switch fit perfectly and works great, but it sure would be nice if they would write better installation instructions. Great, but . . .",the switch fit perfectly and works great but it sure would be nice if they would write better installation instructions great but
0,"poor reception, poor battery life","Even when y ou dont use the unit, the battery drains itself rapidly. Reception is poor overall. I even tried the antenna headphones. I gave up, cancelled my subscription. If anyone interested send an email, will sell for half the going price.","Even when y ou dont use the unit, the battery drains itself rapidly. Reception is poor overall. I even tried the antenna headphones. I gave up, cancelled my subscription. If anyone interested send an email, will sell for half the going price. poor reception, poor battery life",even when y ou dont use the unit the battery drains itself rapidly reception is poor overall i even tried the antenna headphones i gave up cancelled my subscription if anyone interested send an email will sell for half the going price poor reception poor battery life
2,A Good Book!,"I think this book is a all right type of book. I know life has its struggles, but there is nothing worth running away from. I believe it was a couldn't keep the book down group, but I believe nothing is worth running away from.","I think this book is a all right type of book. I know life has its struggles, but there is nothing worth running away from. I believe it was a couldn't keep the book down group, but I believe nothing is worth running away from. A Good Book!",i think this book is a all right type of book i know life has its struggles but there is nothing worth running away from i believe it was a couldn t keep the book down group but i believe nothing is worth running away from a good book
0,what the!!!???,"This cd is not good. I think that R Kelly could do way better. I bought this cd on hope that it would be some bomb @#$ R Kelly @&%!. When I got in my car and started listening to this mess I was disapointed. I'm a 25 yr old woman and this cd does not appeal to me at all. R Kelly is too old to be puttin mess like this out.I dont even think Usher would take this route. Best song on the cd is ""Imma flirt"".The song ""Same Girl"" is not tight. Usher should slap hisself for saying yes to the song. Note to R Kelly:Stop making songs with stupid induendos. It was tight at first but its stupid now. make a better cd next time.","This cd is not good. I think that R Kelly could do way better. I bought this cd on hope that it would be some bomb @#$ R Kelly @&%!. When I got in my car and started listening to this mess I was disapointed. I'm a 25 yr old woman and this cd does not appeal to me at all. R Kelly is too old to be puttin mess like this out.I dont even think Usher would take this route. Best song on the cd is ""Imma flirt"".The song ""Same Girl"" is not tight. Usher should slap hisself for saying yes to the song. Note to R Kelly:Stop making songs with stupid induendos. It was tight at first but its stupid now. make a better cd next time. what the!!!???",this cd is not good i think that r kelly could do way better i bought this cd on hope that it would be some bomb r kelly when i got in my car and started listening to this mess i was disapointed i m a 25 yr old woman and this cd does not appeal to me at all r kelly is too old to be puttin mess like this out i dont even think usher would take this route best song on the cd is imma flirt the song same girl is not tight usher should slap hisself for saying yes to the song note to r kelly stop making songs with stupid induendos it was tight at first but its stupid now make a better cd next time what the
0,"okay, but not great","I am a big Krall fan, but this album lacked that special touch she has had on past albums. A little bit to much orchestra, and not enough piano. An okay album, but not great.","I am a big Krall fan, but this album lacked that special touch she has had on past albums. A little bit to much orchestra, and not enough piano. An okay album, but not great. okay, but not great",i am a big krall fan but this album lacked that special touch she has had on past albums a little bit to much orchestra and not enough piano an okay album but not great okay but not great
2,Worth the money!,"This mat is definately worth the extra money. I practiced yoga five days a week for 4 months, blowing out one cheaper mat and causing significant signs of wear on the second one. Once this mat is broken in, I found it to not only be quite sticky, but also to provide excellent cushioning for me knees. It is also larger than most other mats, so there is less need to read just your position on the mat as frequently to avoid contact with others in a crowded yoga class.This mat is also excellent for those wanting to practice yoga at home on carpet. My other mats always slid around on my carpetted floor, but this one is heavy enough to stay put. If you are committed to a yoga practice, invest in this mat and you won't regret it. The only negative is that it is so heavy I would not necessarily recommend it to yogis that walk or bike to class.Namaste!","This mat is definately worth the extra money. I practiced yoga five days a week for 4 months, blowing out one cheaper mat and causing significant signs of wear on the second one. Once this mat is broken in, I found it to not only be quite sticky, but also to provide excellent cushioning for me knees. It is also larger than most other mats, so there is less need to read just your position on the mat as frequently to avoid contact with others in a crowded yoga class.This mat is also excellent for those wanting to practice yoga at home on carpet. My other mats always slid around on my carpetted floor, but this one is heavy enough to stay put. If you are committed to a yoga practice, invest in this mat and you won't regret it. The only negative is that it is so heavy I would not necessarily recommend it to yogis that walk or bike to class.Namaste! Worth the money!",this mat is definately worth the extra money i practiced yoga five days a week for 4 months blowing out one cheaper mat and causing significant signs of wear on the second one once this mat is broken in i found it to not only be quite sticky but also to provide excellent cushioning for me knees it is also larger than most other mats so there is less need to read just your position on the mat as frequently to avoid contact with others in a crowded yoga class this mat is also excellent for those wanting to practice yoga at home on carpet my other mats always slid around on my carpetted floor but this one is heavy enough to stay put if you are committed to a yoga practice invest in this mat and you won t regret it the only negative is that it is so heavy i would not necessarily recommend it to yogis that walk or bike to class namaste worth the money
2,"Cool,Cool,Cool!","This is absolutely cool. I am overclocking Quad6600 from 2.4 to 3.6. And I am using this machine to simulate numerical analysis using parallelized program. With full power of all processors, the lowest fan speed is enough to control the temperature....Cool, Cool, Cool!","This is absolutely cool. I am overclocking Quad6600 from 2.4 to 3.6. And I am using this machine to simulate numerical analysis using parallelized program. With full power of all processors, the lowest fan speed is enough to control the temperature....Cool, Cool, Cool! Cool,Cool,Cool!",this is absolutely cool i am overclocking quad6600 from 2 4 to 3 6 and i am using this machine to simulate numerical analysis using parallelized program with full power of all processors the lowest fan speed is enough to control the temperature cool cool cool cool cool cool
2,HISTORICAL DRAMA,.....If you don't mind literary licence this is a pretty good story of the Abolitionists and the pro-slavery forces that led to the Civil War. Raymond Masey gives a dynamic performance as the fanatical John Brown who wanted to free the slaves by inciting them to revolt......The movie also pairs Errol Flynn and Olivia DeHavilland for one of their many appearance together with the lovely miss DeHavilland as the love interest of both Flynn and Ronald Reagan with Flynn emerging victorious......Altogether it is an enjoyable film that combines history with fiction and a love story thrown in for good measure.,.....If you don't mind literary licence this is a pretty good story of the Abolitionists and the pro-slavery forces that led to the Civil War. Raymond Masey gives a dynamic performance as the fanatical John Brown who wanted to free the slaves by inciting them to revolt......The movie also pairs Errol Flynn and Olivia DeHavilland for one of their many appearance together with the lovely miss DeHavilland as the love interest of both Flynn and Ronald Reagan with Flynn emerging victorious......Altogether it is an enjoyable film that combines history with fiction and a love story thrown in for good measure. HISTORICAL DRAMA,if you don t mind literary licence this is a pretty good story of the abolitionists and the pro slavery forces that led to the civil war raymond masey gives a dynamic performance as the fanatical john brown who wanted to free the slaves by inciting them to revolt the movie also pairs errol flynn and olivia dehavilland for one of their many appearance together with the lovely miss dehavilland as the love interest of both flynn and ronald reagan with flynn emerging victorious altogether it is an enjoyable film that combines history with fiction and a love story thrown in for good measure historical drama
2,Valley Forge 2 Postion White Powder Coated Aluminum Bracket,"Good product and good customer service, however the mounting screws are wrapped in a small plastic pouch and stuffed inside of the small hollow space. This space has unfinished sharp edges inside and I recieved a 1 inch cut across my finger when I remove this hardware.Valley Forge 2 Postion White Powder Coated Aluminum Bracket","Good product and good customer service, however the mounting screws are wrapped in a small plastic pouch and stuffed inside of the small hollow space. This space has unfinished sharp edges inside and I recieved a 1 inch cut across my finger when I remove this hardware.Valley Forge 2 Postion White Powder Coated Aluminum Bracket Valley Forge 2 Postion White Powder Coated Aluminum Bracket",good product and good customer service however the mounting screws are wrapped in a small plastic pouch and stuffed inside of the small hollow space this space has unfinished sharp edges inside and i recieved a 1 inch cut across my finger when i remove this hardware valley forge 2 postion white powder coated aluminum bracket valley forge 2 postion white powder coated aluminum bracket
2,Patiently waiting for more,I've been watching the Monarch of the Glen series from the beginning and Hamish Macbeth is listed in the Customers Who Bought this item also Bought ..... What a Great and quirky show and the highland scenery is brilliant. I love it and can't wait until more are available.,I've been watching the Monarch of the Glen series from the beginning and Hamish Macbeth is listed in the Customers Who Bought this item also Bought ..... What a Great and quirky show and the highland scenery is brilliant. I love it and can't wait until more are available. Patiently waiting for more,i ve been watching the monarch of the glen series from the beginning and hamish macbeth is listed in the customers who bought this item also bought what a great and quirky show and the highland scenery is brilliant i love it and can t wait until more are available patiently waiting for more
2,This is Great American Literature at it's finest!,"Fortunately, fifteen years (or more) ago, I read this book on my own before my English teacher required it... this is not a book that needs to be analysed and charted. It is one that needs to be absorbed, and felt. It does NOT deserve to be one of those books students hate merely because it's required reading.The characters are as real as books get, the small town one that you might live in now, or your grandparents might have lived in decades ago. The issues - from racism, sibling relationships, and just plain growing up - touch your soul. And it's just plain fun to read.It's a bit of American culture that should be cherished... passed on as the valuable art it is - but to tear it apart with attempts to read into symbolism, or to over analyze it... that nearly denies Harper Lee the respect she deserves for writing it.","Fortunately, fifteen years (or more) ago, I read this book on my own before my English teacher required it... this is not a book that needs to be analysed and charted. It is one that needs to be absorbed, and felt. It does NOT deserve to be one of those books students hate merely because it's required reading.The characters are as real as books get, the small town one that you might live in now, or your grandparents might have lived in decades ago. The issues - from racism, sibling relationships, and just plain growing up - touch your soul. And it's just plain fun to read.It's a bit of American culture that should be cherished... passed on as the valuable art it is - but to tear it apart with attempts to read into symbolism, or to over analyze it... that nearly denies Harper Lee the respect she deserves for writing it. This is Great American Literature at it's finest!",fortunately fifteen years or more ago i read this book on my own before my english teacher required it this is not a book that needs to be analysed and charted it is one that needs to be absorbed and felt it does not deserve to be one of those books students hate merely because it s required reading the characters are as real as books get the small town one that you might live in now or your grandparents might have lived in decades ago the issues from racism sibling relationships and just plain growing up touch your soul and it s just plain fun to read it s a bit of american culture that should be cherished passed on as the valuable art it is but to tear it apart with attempts to read into symbolism or to over analyze it that nearly denies harper lee the respect she deserves for writing it this is great american literature at it s finest
0,No Safety Seals???,"I purchased this item to help ease my daughter away from her finger-sucking habit. However, when the product came, there is NO safety seal on the outside box, and NO safety seal on the bottle cap. As a result, I'm afraid to use the product for fear of tampering or tainting. It's shocking to me that a product aimed for finger-suckers and nail-biters, and on the box states ""An effective deterrent for adults and CHILDREN"" has absolutely no safety seals to ensure the product can't be tainted or tampered with, in the long line of distribution from manufacturer to consumer!!! Very disappointed.","I purchased this item to help ease my daughter away from her finger-sucking habit. However, when the product came, there is NO safety seal on the outside box, and NO safety seal on the bottle cap. As a result, I'm afraid to use the product for fear of tampering or tainting. It's shocking to me that a product aimed for finger-suckers and nail-biters, and on the box states ""An effective deterrent for adults and CHILDREN"" has absolutely no safety seals to ensure the product can't be tainted or tampered with, in the long line of distribution from manufacturer to consumer!!! Very disappointed. No Safety Seals???",i purchased this item to help ease my daughter away from her finger sucking habit however when the product came there is no safety seal on the outside box and no safety seal on the bottle cap as a result i m afraid to use the product for fear of tampering or tainting it s shocking to me that a product aimed for finger suckers and nail biters and on the box states an effective deterrent for adults and children has absolutely no safety seals to ensure the product can t be tainted or tampered with in the long line of distribution from manufacturer to consumer very disappointed no safety seals
0,Theater Projector Ceiling Mount,"Would not fit my new Optima HD20 projector -- as projectors get smaller the mounting holes get closer together -- this mount had four arms and the projector had three -- the mount had arms that would not get short enough to reach the three projector holes -- for larger projectors may work better, but for mine would not recommend -- returning it was very easy and the company representatives very helpful -- so if you get it and it doesn't work, the company is easy to work with --","Would not fit my new Optima HD20 projector -- as projectors get smaller the mounting holes get closer together -- this mount had four arms and the projector had three -- the mount had arms that would not get short enough to reach the three projector holes -- for larger projectors may work better, but for mine would not recommend -- returning it was very easy and the company representatives very helpful -- so if you get it and it doesn't work, the company is easy to work with -- Theater Projector Ceiling Mount",would not fit my new optima hd20 projector as projectors get smaller the mounting holes get closer together this mount had four arms and the projector had three the mount had arms that would not get short enough to reach the three projector holes for larger projectors may work better but for mine would not recommend returning it was very easy and the company representatives very helpful so if you get it and it doesn t work the company is easy to work with theater projector ceiling mount
0,Disappointing,"Have been looking forward to this cd for 14 months! It was August of last year when Ludacris was talking about Chicken and Beer from the stage during Anger Management tour. Well, then it was supposed to come out and they kept pushing it back...until now! Guess he kept trying to improve it and finally gave up. This ain't NEARLY as good as his others. Weak beats, weak raps, weak overall energy wise. Stand Up is the catchiest outta 17 tracks and it ain't THAT great. The song with Snoop is just dreadful. Why would Snoop let himself get hooked up w/that track?","Have been looking forward to this cd for 14 months! It was August of last year when Ludacris was talking about Chicken and Beer from the stage during Anger Management tour. Well, then it was supposed to come out and they kept pushing it back...until now! Guess he kept trying to improve it and finally gave up. This ain't NEARLY as good as his others. Weak beats, weak raps, weak overall energy wise. Stand Up is the catchiest outta 17 tracks and it ain't THAT great. The song with Snoop is just dreadful. Why would Snoop let himself get hooked up w/that track? Disappointing",have been looking forward to this cd for 14 months it was august of last year when ludacris was talking about chicken and beer from the stage during anger management tour well then it was supposed to come out and they kept pushing it back until now guess he kept trying to improve it and finally gave up this ain t nearly as good as his others weak beats weak raps weak overall energy wise stand up is the catchiest outta 17 tracks and it ain t that great the song with snoop is just dreadful why would snoop let himself get hooked up w that track disappointing
0,Do Not buy!!!,"I bought this tv refurbished from phillps outlet. It looked great. great picture. Worked for 2 days!!! Then same as others will not turn on, flashing red light. nothing works! Called factory service waiting for them to get back in touch with me. since no repair sites are within 50 miles of me, they cant have anyone come to fix it. I am out of there operating radius. Do not buy spend the extra money on a better tv!","I bought this tv refurbished from phillps outlet. It looked great. great picture. Worked for 2 days!!! Then same as others will not turn on, flashing red light. nothing works! Called factory service waiting for them to get back in touch with me. since no repair sites are within 50 miles of me, they cant have anyone come to fix it. I am out of there operating radius. Do not buy spend the extra money on a better tv! Do Not buy!!!",i bought this tv refurbished from phillps outlet it looked great great picture worked for 2 days then same as others will not turn on flashing red light nothing works called factory service waiting for them to get back in touch with me since no repair sites are within 50 miles of me they cant have anyone come to fix it i am out of there operating radius do not buy spend the extra money on a better tv do not buy
2,Clever and Easy,Very clever layout and easy to understand recipes. The beautiful photos make a snap to imagine cooking these things yourself. Highly recommended!,Very clever layout and easy to understand recipes. The beautiful photos make a snap to imagine cooking these things yourself. Highly recommended! Clever and Easy,very clever layout and easy to understand recipes the beautiful photos make a snap to imagine cooking these things yourself highly recommended clever and easy
2,A must-read for the budding Geographer,"I'm working on my PhD in Geography. This was a required text for a first-year graduate seminar on ""History and Theory of Geography"". This book gives a biographical sketch of numerous recent luminaires in Geography. The book is easy to read because it's broken down into nice nuggets of information about a specific Geographer and makes mention of how their work relates to other Geographers also in the book. Granted, it's not comprehensive, but it does give a good foundation in the theories behind modern Geography.If you are into Geography (with a capital-G) and not just geography, buy this book. Even if you don't read it right away, it'll find a comfortable spot on your bookshelf.","I'm working on my PhD in Geography. This was a required text for a first-year graduate seminar on ""History and Theory of Geography"". This book gives a biographical sketch of numerous recent luminaires in Geography. The book is easy to read because it's broken down into nice nuggets of information about a specific Geographer and makes mention of how their work relates to other Geographers also in the book. Granted, it's not comprehensive, but it does give a good foundation in the theories behind modern Geography.If you are into Geography (with a capital-G) and not just geography, buy this book. Even if you don't read it right away, it'll find a comfortable spot on your bookshelf. A must-read for the budding Geographer",i m working on my phd in geography this was a required text for a first year graduate seminar on history and theory of geography this book gives a biographical sketch of numerous recent luminaires in geography the book is easy to read because it s broken down into nice nuggets of information about a specific geographer and makes mention of how their work relates to other geographers also in the book granted it s not comprehensive but it does give a good foundation in the theories behind modern geography if you are into geography with a capital g and not just geography buy this book even if you don t read it right away it ll find a comfortable spot on your bookshelf a must read for the budding geographer
2,the decline and fall of the Barnes collection,"This is a detailed description of the folly of Mr. Barnes, thinking he could micromanage his multi-billion art collection from beyond the grave. The collection now is in good hands. 'The art of the steal' it is not.","This is a detailed description of the folly of Mr. Barnes, thinking he could micromanage his multi-billion art collection from beyond the grave. The collection now is in good hands. 'The art of the steal' it is not. the decline and fall of the Barnes collection",this is a detailed description of the folly of mr barnes thinking he could micromanage his multi billion art collection from beyond the grave the collection now is in good hands the art of the steal it is not the decline and fall of the barnes collection
2,Amazing first single!!!,"The first single from this album is called ""Through the Rain"". It's like Old Mariah only even better. This is a beautiful ballad which has a similiar theme to ""Hero"" or ""Can't Take That Away"", but is even more incredible. If you liked ""old"" mariah, you will want this album. She does have rappers on it, but they aren't the main focus. It's such a beatiful song and I have heard soooooooooo many good things about this album ~ and not just from fans but from critics too! Go to her official site to listen to Through the Rain http://www.mariahcarey.com","The first single from this album is called ""Through the Rain"". It's like Old Mariah only even better. This is a beautiful ballad which has a similiar theme to ""Hero"" or ""Can't Take That Away"", but is even more incredible. If you liked ""old"" mariah, you will want this album. She does have rappers on it, but they aren't the main focus. It's such a beatiful song and I have heard soooooooooo many good things about this album ~ and not just from fans but from critics too! Go to her official site to listen to Through the Rain http://www.mariahcarey.com Amazing first single!!!",the first single from this album is called through the rain it s like old mariah only even better this is a beautiful ballad which has a similiar theme to hero or can t take that away but is even more incredible if you liked old mariah you will want this album she does have rappers on it but they aren t the main focus it s such a beatiful song and i have heard soooooooooo many good things about this album and not just from fans but from critics too go to her official site to listen to through the rain amazing first single
0,RTFM - and save twelve bucks!,"If you need your info fluffy and pretty, here's your book, but it was cotton-candy to my hunger for bread and meat. I read the whole thing in the Border's parking lot, went back in and exchanged it for some remaindered cookbooks.","If you need your info fluffy and pretty, here's your book, but it was cotton-candy to my hunger for bread and meat. I read the whole thing in the Border's parking lot, went back in and exchanged it for some remaindered cookbooks. RTFM - and save twelve bucks!",if you need your info fluffy and pretty here s your book but it was cotton candy to my hunger for bread and meat i read the whole thing in the border s parking lot went back in and exchanged it for some remaindered cookbooks rtfm and save twelve bucks
0,Very slow and much too long,A few friends recommended this book and I had read many good reviews so I was looking forward to it. I did not like it and had to push myself to finish. A VERY slow start and the pace never picked up.,A few friends recommended this book and I had read many good reviews so I was looking forward to it. I did not like it and had to push myself to finish. A VERY slow start and the pace never picked up. Very slow and much too long,a few friends recommended this book and i had read many good reviews so i was looking forward to it i did not like it and had to push myself to finish a very slow start and the pace never picked up very slow and much too long
2,Great little book,"This book is exactly what I was hoping for. It has great suggestions for for the modern bride who might be paying for most of the wedding along with her groom to be. Instead of old school rules and focusing on stuff one could care less about, like many of the books I have seen or have purchased.Great book and at a great price. It is not the only book one would need, but it is perfect in addition to another guide or organizer.","This book is exactly what I was hoping for. It has great suggestions for for the modern bride who might be paying for most of the wedding along with her groom to be. Instead of old school rules and focusing on stuff one could care less about, like many of the books I have seen or have purchased.Great book and at a great price. It is not the only book one would need, but it is perfect in addition to another guide or organizer. Great little book",this book is exactly what i was hoping for it has great suggestions for for the modern bride who might be paying for most of the wedding along with her groom to be instead of old school rules and focusing on stuff one could care less about like many of the books i have seen or have purchased great book and at a great price it is not the only book one would need but it is perfect in addition to another guide or organizer great little book
0,no stars,dont buy piece of junk barly shaves anything dont waste your money or beard. have better luck picking hair with twessers. and thats a fact so please dont buy,dont buy piece of junk barly shaves anything dont waste your money or beard. have better luck picking hair with twessers. and thats a fact so please dont buy no stars,dont buy piece of junk barly shaves anything dont waste your money or beard have better luck picking hair with twessers and thats a fact so please dont buy no stars
